MAINTENANCE_AGENCY_ID,VARIABLE_SET_ID,NAME,CODE,DESCRIPTION
EBA,EBA_9041411006125649374,EBA_ATY(EBA_mi501),9041411006125649374,
EBA,EBA_13928628419226522145,EBA_ATY(EBA_mi692),13928628419226522145,
EBA,EBA_1169610899343606787,EBA_ATY([EBA_ii676]),1169610899343606787,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_5774529202120624500,EBA_ATY(EBA_md105),5774529202120624500,
EBA,EBA_10430850194974336803,EBA_ATY(EBA_ii676),10430850194974336803,
EBA,EBA_9650128176294644864,EBA_ATY([EBA_mi7|EBA_mi53|EBA_mi298]),9650128176294644864,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_10115292735902118275,EBA_ATY(EBA_md83),10115292735902118275,
EBA,EBA_12612185215137719213,EBA_ATY(EBA_md12),12612185215137719213,
EBA,EBA_3674901342156442070,EBA_ATY(EBA_mi688),3674901342156442070,
EBA,EBA_15818554564181592921,EBA_ATY([EBA_mi507]),15818554564181592921,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_10078035735759181197,EBA_ATY(EBA_md301),10078035735759181197,
EBA,EBA_2917386485322610441,EBA_ATY(EBA_mi66),2917386485322610441,
EBA,EBA_7449334908097156369,EBA_ATY(EBA_md242),7449334908097156369,
EBA,EBA_12476024358292545685,EBA_ATY([EBA_mi7|EBA_mi507|EBA_mi136|EBA_mi53|EBA_mi504|EBA_mi508]),12476024358292545685,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_15884457531595099751,EBA_ATY(EBA_ii699),15884457531595099751,
EBA,EBA_9348102310581593780,EBA_ATY(EBA_md200),9348102310581593780,
EBA,EBA_2554918430786132799,EBA_ATY([EBA_mi688|EBA_mi689]),2554918430786132799,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_16249696038758758021,EBA_ATY([EBA_mi679|EBA_mi66]),16249696038758758021,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_8631503743311787153,EBA_ATY([EBA_ii676|EBA_mi136]),8631503743311787153,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_3583146126457167402,EBA_ATY([EBA_md675]),3583146126457167402,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_17231016074359754660,EBA_ATY(EBA_si169),17231016074359754660,
EBA,EBA_13133268766194913889,EBA_ATY(EBA_mi420),13133268766194913889,
EBA,EBA_15000662022108886113,EBA_ATY(EBA_mi136),15000662022108886113,
EBA,EBA_16024008017154658465,EBA_ATY(EBA_si168),16024008017154658465,
EBA,EBA_11982413228822072970,EBA_ATY(EBA_mi170),11982413228822072970,
EBA,EBA_11486194664664208289,EBA_ATY(EBA_mi7),11486194664664208289,
EBA,EBA_3872231563641047716,EBA_ATY([EBA_mi53]),3872231563641047716,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_119530242123863046,EBA_ATY(EBA_mi287),119530242123863046,
EBA,EBA_13772123438176461799,EBA_ATY(EBA_si288),13772123438176461799,
EBA,EBA_10760121923160233297,EBA_ATY([EBA_ei207|EBA_ei4]),10760121923160233297,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_8113882984846443369,EBA_ATY(EBA_md103),8113882984846443369,
EBA,EBA_16308999765173402514,EBA_ATY(EBA_ei218),16308999765173402514,
EBA,EBA_12756863699086245711,EBA_ATY(EBA_ei207),12756863699086245711,
EBA,EBA_2663688110044942141,EBA_ATY(EBA_mi53),2663688110044942141,
EBA,EBA_3369894417577646800,EBA_ATY(EBA_si289),3369894417577646800,
EBA,EBA_11097138047533818995,EBA_ATY(EBA_pi221),11097138047533818995,
EBA,EBA_4426684284533539572,EBA_ATY(EBA_ei152),4426684284533539572,
EBA,EBA_8274216898263061755,EBA_ATY(EBA_ei219),8274216898263061755,
EBA,EBA_11784321311282269645,EBA_ATY(EBA_ei4),11784321311282269645,
EBA,EBA_15307237568926434783,EBA_ATY(EBA_mi129),15307237568926434783,
EBA,EBA_7636460310249899676,EBA_ATY(EBA_mi504),7636460310249899676,
